-56
-42
-41
-41
-42
-58
-42
-58
-57
-40
-42
-41
-42
-58
-58
-42
-42
-41
-41
-41
-56
-41
-56
-42
-41
-41
-42
-58
-42
-58
-57
-40
-42
-41
-42
-58
-58
-42
-42
-41
-41
-41
-56
-41
-42
-42
-41
-58
